Company,Sector,Industry,Revenue,Profits,Employees
WALMART,Banking,Vehicle Manufacturing,539798,14826,78325
TESLA,Retailing,Software,745970,67302,55482
APPLE,Banking,Healthcare,340780,47483,79304
IBM,Pharma,Petroleum,687968,35505,53972
ORACLE,Retailing,Software,244490,45387,73955
META,Pharma,Banking Sector,750969,61939,70062
NETFLIX,Pharma,Petroleum,489825,57135,85411
META,Pharma,Stocks,831309,49986,70270
TESLA,Technology,Stocks,453399,26448,45635
ADOBE,Technology,Stocks,516439,29528,63477
NETFLIX,Automobile,Stocks,727727,61293,57724
GOOGLE,Automobile,Stocks,706868,32871,62089
ADOBE,Retailing,Stocks,454861,70113,70593
APPLE,Healthcare,Banking Sector,135048,74518,38947
MICROSOFT,Healthcare,Vehicle Manufacturing,713861,77248,72799
META,Automobile,Software,560820,69176,62027
GOOGLE,Technology,General,356241,49284,32142
ADOBE,Retailing,Pharmaceutical,301379,70942,67070
META,Pharma,Petroleum,725534,25969,47556
AMAZON,Healthcare,Banking Sector,693373,16453,79807
META,Pharma,Healthcare,570807,24423,78233
WALMART,Healthcare,Healthcare,437170,15224,59473
ADOBE,Energy,Petroleum,585398,26386,80831
MICROSOFT,Retailing,Banking Sector,764905,93938,58060
GOOGLE,Pharma,Stocks,341656,38124,82785
APPLE,Pharma,Banking Sector,683136,47842,69115
AMAZON,Retailing,Banking Sector,431849,48923,67534
ADOBE,Healthcare,Petroleum,267175,64948,33885
ADOBE,Healthcare,Stocks,264136,43725,39584
ORACLE,Healthcare,Healthcare,834083,62472,62077
GOOGLE,Pharma,Pharmaceutical,783309,65293,54587
META,Technology,Petroleum,547419,78582,79139
ADOBE,Banking,Banking Sector,601782,74968,51449
TESLA,Technology,Petroleum,605718,94209,73525
ORACLE,Healthcare,Petroleum,685384,63129,44275
NETFLIX,Healthcare,Healthcare,643746,46197,51159
ADOBE,Energy,Stocks,718643,74614,81662
ORACLE,Banking,General,173174,24051,71037
META,Technology,Petroleum,290657,68840,59918
APPLE,Automobile,Healthcare,847040,28290,87812
WALMART,Energy,Stocks,412330,23234,72899
ORACLE,Energy,Petroleum,514906,32695,33393
NETFLIX,Banking,Pharmaceutical,370517,67260,72957
IBM,Banking,Petroleum,126139,38973,61248
IBM,Retailing,Healthcare,669676,69335,30608
APPLE,Banking,Banking Sector,251451,66353,75484
GOOGLE,Automobile,Petroleum,365068,61209,35854
IBM,Technology,Banking Sector,510416,50223,38986
NETFLIX,Healthcare,Stocks,797741,29724,34483
AMAZON,Pharma,General,764966,32511,58842
ORACLE,Banking,Healthcare,783589,30840,56981
TESLA,Banking,Software,352797,22362,88759
IBM,Retailing,Petroleum,743213,61335,53038
NETFLIX,Energy,Stocks,384822,47302,72245
IBM,Retailing,Pharmaceutical,849016,14515,85567
WALMART,Energy,Healthcare,667899,90551,63392
MICROSOFT,Banking,Vehicle Manufacturing,434898,18152,81367
MICROSOFT,Automobile,Vehicle Manufacturing,243220,42599,62740
WALMART,Pharma,Petroleum,678948,12581,53664
ORACLE,Retailing,Vehicle Manufacturing,720990,66163,53947
AMAZON,Banking,Stocks,618894,20567,31093
TESLA,Technology,General,399921,39277,32610
APPLE,Healthcare,Vehicle Manufacturing,656219,48550,71194
AMAZON,Healthcare,Vehicle Manufacturing,569150,63727,35401
WALMART,Pharma,Stocks,415946,21957,50310
IBM,Pharma,Healthcare,287924,81305,51413
NETFLIX,Pharma,Petroleum,450236,68342,77838
MICROSOFT,Technology,Healthcare,215400,67948,37601
META,Pharma,General,449314,34022,37827
APPLE,Banking,Stocks,136901,32473,62532
ORACLE,Pharma,Pharmaceutical,300073,59741,38318
ADOBE,Banking,Petroleum,155782,54910,82894
NETFLIX,Energy,Petroleum,400722,86582,71125
IBM,Automobile,Software,660593,58202,33633
META,Healthcare,Stocks,510548,31618,46719
IBM,Pharma,Petroleum,364499,77692,30168
APPLE,Healthcare,General,381430,17026,60917
ORACLE,Automobile,Stocks,312654,15635,66232
WALMART,Automobile,Healthcare,462433,43540,57279
ORACLE,Energy,Petroleum,724298,59864,37825
AMAZON,Banking,General,313056,40253,82713
AMAZON,Technology,Vehicle Manufacturing,197274,71960,86756
ADOBE,Healthcare,Pharmaceutical,468199,22322,66247
META,Technology,Banking Sector,335418,49219,66949
ADOBE,Banking,Healthcare,611462,59270,68777
META,Healthcare,Healthcare,698108,43129,39867
APPLE,Automobile,General,369315,81981,52703
WALMART,Healthcare,General,476291,11191,79737
WALMART,Automobile,Pharmaceutical,233998,37895,64721
MICROSOFT,Automobile,Software,187804,29661,76638
ADOBE,Technology,General,367716,79125,57070
ORACLE,Automobile,Petroleum,733982,23527,63123
GOOGLE,Banking,Vehicle Manufacturing,203465,88580,67212
APPLE,Automobile,Stocks,373273,49230,47104
ORACLE,Healthcare,Vehicle Manufacturing,467099,52688,59671
ADOBE,Retailing,Petroleum,337559,28840,81113
TESLA,Technology,Stocks,235790,32544,59462
META,Energy,Vehicle Manufacturing,251601,81244,53480
MICROSOFT,Automobile,Pharmaceutical,610854,45735,85868
IBM,Technology,Stocks,844380,50874,84158
TESLA,Technology,Healthcare,468716,30441,35977
MICROSOFT,Energy,Vehicle Manufacturing,663401,17416,74379
ADOBE,Energy,Stocks,157591,64004,86007
META,Pharma,Healthcare,224326,71560,36678
GOOGLE,Technology,General,189664,40135,38566
MICROSOFT,Healthcare,Vehicle Manufacturing,515321,93614,72250
IBM,Pharma,Pharmaceutical,203629,13857,34225
MICROSOFT,Banking,Software,260047,23055,89315
ORACLE,Technology,General,608388,17637,41009
TESLA,Automobile,Vehicle Manufacturing,645226,14864,55082
WALMART,Automobile,Stocks,496136,39143,89526
GOOGLE,Energy,Pharmaceutical,592676,30481,32270
TESLA,Pharma,Healthcare,803720,49680,62695
NETFLIX,Pharma,Software,188941,22497,48335
NETFLIX,Retailing,Vehicle Manufacturing,334146,79919,46328
WALMART,Healthcare,General,526078,58069,61436
AMAZON,Healthcare,Software,485745,85141,62924
ORACLE,Automobile,Pharmaceutical,313550,14416,50897
TESLA,Retailing,General,419579,18679,82995
META,Pharma,Banking Sector,737356,41508,40461
IBM,Retailing,Healthcare,404473,80951,83496
APPLE,Healthcare,Healthcare,728656,61911,53252
GOOGLE,Retailing,Healthcare,746301,52681,82835
ORACLE,Pharma,General,493765,85403,66936
GOOGLE,Pharma,Healthcare,641137,82057,50254
GOOGLE,Automobile,General,219641,18362,45245
TESLA,Retailing,General,677021,73650,30044
ORACLE,Pharma,Healthcare,261828,55663,76985
GOOGLE,Healthcare,Banking Sector,187448,13872,39680
TESLA,Banking,Stocks,241308,79982,86404
ORACLE,Technology,Banking Sector,819303,62851,68405
IBM,Energy,Pharmaceutical,463273,28884,40322
NETFLIX,Healthcare,Software,805714,52586,41416
AMAZON,Banking,Banking Sector,359081,88194,83376
GOOGLE,Automobile,Pharmaceutical,846942,49602,38345
GOOGLE,Banking,General,725660,62327,85755
TESLA,Technology,Stocks,756650,52709,83005
TESLA,Retailing,Petroleum,645287,29434,51703
IBM,Retailing,Banking Sector,460039,33005,71693
IBM,Healthcare,Banking Sector,593325,12493,47380
MICROSOFT,Retailing,Petroleum,492506,44640,81578
IBM,Banking,General,175486,61585,58719
NETFLIX,Retailing,Vehicle Manufacturing,642033,60638,53018
AMAZON,Automobile,Petroleum,627780,86766,72661
WALMART,Retailing,Stocks,598209,20661,82376
APPLE,Energy,General,459198,45226,36863
IBM,Energy,Stocks,518696,32090,77971
IBM,Pharma,Petroleum,479366,88860,70215
META,Banking,General,577275,32626,69801
NETFLIX,Retailing,General,231176,54397,43470
MICROSOFT,Automobile,Pharmaceutical,817687,47899,49490
MICROSOFT,Technology,General,536987,85943,66022
META,Retailing,General,503356,11500,58023
IBM,Energy,Software,334374,23712,31686
MICROSOFT,Retailing,Pharmaceutical,210916,73071,85297
IBM,Energy,Vehicle Manufacturing,618821,75106,88646
WALMART,Energy,Petroleum,798045,82319,55396
GOOGLE,Energy,Vehicle Manufacturing,512345,35455,59214
APPLE,Energy,Software,612648,45524,44827
ADOBE,Pharma,General,283471,23675,35616
WALMART,Energy,Vehicle Manufacturing,743372,40820,66280
APPLE,Healthcare,Vehicle Manufacturing,672967,65870,65095
WALMART,Healthcare,Software,725534,41886,61212
ADOBE,Technology,Vehicle Manufacturing,161415,76811,67435
AMAZON,Healthcare,Stocks,251124,69856,41329
GOOGLE,Retailing,Healthcare,257315,16593,57746
IBM,Banking,Vehicle Manufacturing,336727,93211,39691
TESLA,Energy,Banking Sector,195267,22406,55434
AMAZON,Automobile,Banking Sector,414617,79116,60025
APPLE,Healthcare,Vehicle Manufacturing,242984,65321,39806
GOOGLE,Pharma,Petroleum,235766,84752,81088
IBM,Healthcare,Pharmaceutical,686652,56071,87533
NETFLIX,Energy,Vehicle Manufacturing,811594,74646,67488
TESLA,Automobile,General,305564,47099,56409
GOOGLE,Pharma,Vehicle Manufacturing,165666,62877,88299
ORACLE,Banking,Healthcare,176685,73287,47601
ORACLE,Technology,Banking Sector,442776,51756,48372
META,Healthcare,Petroleum,364030,28614,49692
META,Healthcare,Banking Sector,407507,65627,69647
WALMART,Technology,Healthcare,588173,38707,89862
NETFLIX,Banking,Software,666590,60009,83806
APPLE,Pharma,Stocks,193804,51779,76502
AMAZON,Automobile,Stocks,674753,85537,31897
GOOGLE,Retailing,Healthcare,185426,43701,32167
META,Technology,Banking Sector,333781,46910,54140
META,Pharma,Vehicle Manufacturing,791275,27236,74641
APPLE,Retailing,Banking Sector,637530,88862,59235
GOOGLE,Healthcare,Software,740388,83264,52921
ORACLE,Retailing,Pharmaceutical,847312,22847,48682
APPLE,Automobile,General,295820,86007,81106
MICROSOFT,Healthcare,Healthcare,803827,40505,74413
MICROSOFT,Energy,Vehicle Manufacturing,663214,13628,86664
WALMART,Technology,Software,263741,33701,69396
APPLE,Retailing,Pharmaceutical,762894,51037,76710
WALMART,Energy,Vehicle Manufacturing,519763,56706,60080
ADOBE,Retailing,Software,441822,79241,84022
TESLA,Automobile,Petroleum,132704,78045,73408
ORACLE,Pharma,Pharmaceutical,437974,25169,61571
IBM,Energy,Pharmaceutical,796712,53616,86458
ADOBE,Energy,Pharmaceutical,322509,30651,63901
MICROSOFT,Technology,Vehicle Manufacturing,817616,52888,74614
GOOGLE,Banking,General,812237,76191,49372
ADOBE,Automobile,Vehicle Manufacturing,532135,15629,68209
TESLA,Healthcare,Healthcare,484836,40145,74978
AMAZON,Banking,Software,829505,57988,63247
ADOBE,Healthcare,Stocks,814558,84170,41870
ADOBE,Technology,Software,259159,44902,77525
AMAZON,Healthcare,Stocks,837730,54992,72889
IBM,Retailing,Banking Sector,359176,51250,57556
ORACLE,Energy,Pharmaceutical,739015,49541,60393
IBM,Automobile,General,790213,87490,68031
TESLA,Technology,Software,328993,76598,37852
WALMART,Automobile,Pharmaceutical,558174,18086,87071
GOOGLE,Retailing,Healthcare,484315,64633,67316
META,Retailing,Banking Sector,314117,21592,61954
ORACLE,Banking,Stocks,453638,94165,33801
APPLE,Automobile,Pharmaceutical,344553,33099,67767
GOOGLE,Automobile,Petroleum,260691,91541,58423
WALMART,Automobile,Vehicle Manufacturing,574865,73573,55121
APPLE,Technology,Healthcare,516225,12845,88458
ORACLE,Healthcare,Healthcare,143786,11540,71070
MICROSOFT,Retailing,Banking Sector,452252,27899,36731
NETFLIX,Pharma,Pharmaceutical,300133,19557,83991
APPLE,Energy,Pharmaceutical,603073,79195,69083
AMAZON,Energy,Vehicle Manufacturing,845141,28536,52461
META,Energy,Healthcare,297892,63873,31253
MICROSOFT,Retailing,Stocks,346449,13872,68646
AMAZON,Retailing,Petroleum,509398,15897,54588
WALMART,Energy,General,747774,17286,73382
IBM,Banking,General,175578,26176,57313
META,Automobile,Petroleum,698867,44126,61090
GOOGLE,Retailing,General,440743,66164,73362
IBM,Banking,Pharmaceutical,778050,90381,75922
GOOGLE,Automobile,Petroleum,661435,91962,37715
ADOBE,Technology,Petroleum,646917,37037,69911
MICROSOFT,Healthcare,Pharmaceutical,673558,37433,53456
NETFLIX,Energy,Stocks,166319,82845,62529
MICROSOFT,Banking,Software,471663,41737,30179
APPLE,Banking,Petroleum,240795,86255,73845
META,Retailing,Petroleum,661561,20836,77419
IBM,Energy,Healthcare,603938,49800,47309
META,Technology,Petroleum,308188,16170,85852
ADOBE,Energy,Banking Sector,571688,26191,36225
APPLE,Technology,Stocks,820578,33349,51539
ORACLE,Automobile,Pharmaceutical,222466,59840,83409
ORACLE,Retailing,Petroleum,545245,63461,59919
ADOBE,Healthcare,Vehicle Manufacturing,848415,73684,82422
NETFLIX,Banking,Stocks,243548,28368,75624
APPLE,Healthcare,Stocks,233751,65529,89718
TESLA,Automobile,Software,315065,91127,54887
ORACLE,Pharma,General,842712,28125,61659
META,Technology,Vehicle Manufacturing,587094,17025,34150
ADOBE,Banking,Banking Sector,137960,79788,80300
TESLA,Banking,Healthcare,827382,55341,64019
AMAZON,Banking,Petroleum,578873,43581,61583
ORACLE,Banking,Vehicle Manufacturing,280875,84183,88462
TESLA,Technology,General,799652,31568,63132
META,Healthcare,Software,298438,20812,79245
META,Energy,Healthcare,471968,47458,33299
AMAZON,Retailing,Vehicle Manufacturing,547866,41801,35166
META,Automobile,Software,217295,76333,59299
ORACLE,Technology,Software,810111,13329,36726
NETFLIX,Automobile,General,709194,82971,30011
IBM,Healthcare,Pharmaceutical,658030,84706,43556
WALMART,Banking,Software,482411,58624,84087
APPLE,Healthcare,Healthcare,601535,54512,66710
TESLA,Pharma,Software,814089,58617,76918
META,Technology,Petroleum,815917,40064,30143
ORACLE,Energy,Pharmaceutical,699295,79417,54503
IBM,Technology,Stocks,641342,29408,83860
NETFLIX,Technology,Pharmaceutical,765524,36679,42290
IBM,Healthcare,Vehicle Manufacturing,351061,70905,84037
MICROSOFT,Banking,Banking Sector,238000,65325,33047
WALMART,Healthcare,Petroleum,597388,70950,73152
TESLA,Pharma,Stocks,648059,11568,64757
APPLE,Pharma,Vehicle Manufacturing,738543,74298,63314
GOOGLE,Banking,Stocks,259618,24573,55389
WALMART,Pharma,Banking Sector,653597,61418,57437
TESLA,Banking,Healthcare,411886,63149,52469
ADOBE,Automobile,Stocks,269892,65099,69487
AMAZON,Energy,Banking Sector,705472,93913,44243
MICROSOFT,Retailing,Pharmaceutical,844964,56258,74064
GOOGLE,Banking,Stocks,653370,82105,75502
WALMART,Energy,Petroleum,494348,84699,61481
TESLA,Pharma,Vehicle Manufacturing,831995,80979,48738
NETFLIX,Healthcare,General,673122,24955,31656
NETFLIX,Retailing,General,827812,18419,43100
ADOBE,Healthcare,Stocks,425538,43841,39596
APPLE,Banking,Pharmaceutical,338910,81932,32117
ORACLE,Healthcare,Software,232458,91754,86887
WALMART,Banking,Healthcare,803553,84566,55486
MICROSOFT,Pharma,Pharmaceutical,821772,17157,55007
NETFLIX,Automobile,Banking Sector,703944,18051,30849
ADOBE,Retailing,Software,361504,94071,76178
WALMART,Energy,Healthcare,327897,49558,59413
GOOGLE,Banking,Petroleum,321059,33779,78174
AMAZON,Technology,Vehicle Manufacturing,167608,67165,48291
AMAZON,Energy,Stocks,293746,87544,85444
ADOBE,Technology,Banking Sector,613983,31290,32617
GOOGLE,Energy,General,780744,91689,85256
WALMART,Energy,Software,725495,83110,53467
IBM,Healthcare,Banking Sector,675916,39830,42050
AMAZON,Technology,Stocks,561135,82182,65195
NETFLIX,Technology,Banking Sector,356942,38964,73472
ORACLE,Energy,Banking Sector,432835,39632,79326
TESLA,Pharma,Software,713602,12153,37518
WALMART,Energy,Software,377023,91439,70706
MICROSOFT,Technology,Banking Sector,524898,25860,55288
ADOBE,Pharma,Pharmaceutical,150905,78746,83877
ORACLE,Pharma,Software,635451,16747,49427
WALMART,Retailing,Banking Sector,663857,21793,36288
GOOGLE,Healthcare,General,782386,19581,43813
WALMART,Banking,Healthcare,843699,66601,84766
IBM,Retailing,Vehicle Manufacturing,802968,20452,78948
WALMART,Retailing,General,606532,54478,32482
IBM,Technology,General,311638,44018,66574
IBM,Pharma,Healthcare,396212,64429,55430
META,Banking,Vehicle Manufacturing,579059,52471,31106
NETFLIX,Banking,Petroleum,685814,11773,72036
TESLA,Technology,General,201115,57884,62953
IBM,Energy,Pharmaceutical,761030,22338,48449
META,Automobile,Vehicle Manufacturing,817818,15039,61063
GOOGLE,Pharma,Healthcare,268006,62248,82217
AMAZON,Energy,Stocks,437534,59906,30730
AMAZON,Healthcare,Stocks,254221,16475,30329
TESLA,Pharma,Vehicle Manufacturing,688244,82765,35578
ADOBE,Retailing,Banking Sector,347022,65087,89351
WALMART,Healthcare,Stocks,293772,35116,44469
TESLA,Healthcare,Pharmaceutical,328765,26023,41885
WALMART,Healthcare,General,700512,71458,72249
AMAZON,Technology,Pharmaceutical,829313,19829,46429
IBM,Retailing,Software,471922,57810,38402
WALMART,Banking,Healthcare,229904,48373,70600
IBM,Retailing,Banking Sector,634462,70067,51518
TESLA,Banking,Pharmaceutical,737546,30974,67064
TESLA,Energy,Banking Sector,574112,33103,30316
ORACLE,Retailing,Healthcare,796967,68163,48132
ORACLE,Retailing,Banking Sector,628268,71666,59186
ORACLE,Healthcare,Pharmaceutical,635626,83308,37132
GOOGLE,Banking,Petroleum,419247,29350,88412
AMAZON,Retailing,Pharmaceutical,782057,21022,77672
IBM,Technology,General,735156,86877,56550
TESLA,Retailing,General,703388,45159,65616
AMAZON,Automobile,Stocks,508588,62445,44634
TESLA,Banking,Pharmaceutical,265384,71909,62841
AMAZON,Technology,Vehicle Manufacturing,506540,76820,30694
WALMART,Retailing,Stocks,664111,29398,59243
GOOGLE,Retailing,Stocks,631990,58028,32648
MICROSOFT,Healthcare,Software,368007,19239,47324
ORACLE,Retailing,General,826062,38102,63940
ORACLE,Automobile,Software,601728,17086,32615
WALMART,Energy,Petroleum,671699,94042,84371
ADOBE,Healthcare,Pharmaceutical,731739,82349,67366
GOOGLE,Automobile,Vehicle Manufacturing,508041,88028,72817
IBM,Pharma,Pharmaceutical,519609,40215,63840
NETFLIX,Energy,Banking Sector,635511,74191,88141
TESLA,Technology,Stocks,586267,32706,45072
IBM,Pharma,Pharmaceutical,346791,30692,42249
GOOGLE,Energy,Petroleum,818223,41191,57172
ORACLE,Banking,Petroleum,629906,73759,61393
MICROSOFT,Pharma,Stocks,803700,64857,31471
MICROSOFT,Technology,Stocks,726344,88640,40559
GOOGLE,Banking,General,725067,30249,33664
GOOGLE,Energy,Stocks,666737,64143,69279
TESLA,Banking,General,818889,48152,35619
MICROSOFT,Automobile,Software,630065,33356,44376
NETFLIX,Pharma,Stocks,735948,34839,70842
WALMART,Pharma,Pharmaceutical,300868,55914,59718
TESLA,Pharma,Petroleum,365977,60572,55261
GOOGLE,Technology,General,337177,79512,86334
AMAZON,Banking,Vehicle Manufacturing,281826,90365,36311
GOOGLE,Automobile,General,682244,76972,79308
IBM,Technology,Software,816423,28082,89112
TESLA,Pharma,General,836521,67557,64212
NETFLIX,Energy,General,680552,67224,45039
META,Healthcare,Vehicle Manufacturing,492544,88207,82731
TESLA,Technology,Vehicle Manufacturing,265386,44360,61269
MICROSOFT,Healthcare,Petroleum,422026,89419,87459
AMAZON,Automobile,Pharmaceutical,323202,11716,76474
APPLE,Pharma,Petroleum,670009,11942,54577
WALMART,Retailing,Banking Sector,553705,58483,36985
GOOGLE,Automobile,Pharmaceutical,398995,81268,57758
TESLA,Energy,Pharmaceutical,838666,63095,79477
MICROSOFT,Automobile,Software,312401,59524,66640
AMAZON,Automobile,Pharmaceutical,446549,86713,52567
NETFLIX,Banking,Stocks,816308,26608,79008
MICROSOFT,Automobile,Stocks,230149,39109,63314
NETFLIX,Healthcare,Banking Sector,702321,91481,75682
WALMART,Banking,General,293546,62000,71672
APPLE,Healthcare,Petroleum,277387,72822,69337
NETFLIX,Technology,Petroleum,400871,40067,54303
IBM,Pharma,General,527995,63513,70236
WALMART,Pharma,Pharmaceutical,751495,18531,80699
GOOGLE,Banking,Software,585295,12403,43219
WALMART,Healthcare,Pharmaceutical,329206,15405,81377
TESLA,Pharma,Healthcare,770073,33214,74172
APPLE,Energy,Healthcare,811837,11037,40318
IBM,Energy,Vehicle Manufacturing,495281,62792,56571
TESLA,Retailing,General,196950,22818,66018
ADOBE,Banking,Banking Sector,489354,47242,44830
TESLA,Retailing,Software,548579,86354,30304
ADOBE,Retailing,Vehicle Manufacturing,655829,24954,66610
IBM,Pharma,Pharmaceutical,481480,26336,82621
AMAZON,Energy,Pharmaceutical,589276,60424,66907
META,Healthcare,Healthcare,481160,71142,74668
META,Pharma,General,630382,26239,46896
IBM,Automobile,Healthcare,834794,41137,82439
ORACLE,Automobile,Banking Sector,666593,81208,30637
ADOBE,Retailing,Pharmaceutical,222527,63288,74151
