Date,Country,Price(USD)
05-08-2016,India,2.463197114
28-08-2018,China,7.921773201
19-04-2015,Canada,6.37250392
14-02-2015,India,6.811888083
02-07-2022,Canada,4.640210318
29-12-2021,USA,7.841002424
26-06-2017,USA,3.291467499
22-08-2019,India,5.341629718
06-02-2017,Argentina,5.762160694
03-01-2016,Nepal,2.278308022
22-09-2018,China,3.163481586
23-02-2015,UK,1.834246126
12-08-2016,Nepal,5.972662125
25-05-2017,Germany,4.699795316
11-02-2019,UK,7.356814044
11-06-2019,Canada,5.6771733
08-11-2022,USA,5.923684594
01-11-2023,Germany,3.193566941
12-05-2021,India,3.538903914
22-07-2023,USA,5.803667079
22-12-2018,Austria,5.494646012
06-04-2021,India,6.150599112
04-04-2017,UK,5.164391904
31-01-2015,Brazil,1.97375526
09-08-2017,Singapore,5.308573719
27-11-2019,Singapore,5.379063667
25-10-2023,Nepal,7.61332007
27-05-2022,USA,5.94969554
12-03-2018,Brazil,3.275551827
07-05-2023,USA,3.999657136
14-06-2018,UK,3.913617452
16-10-2020,Argentina,6.0997308
10-06-2016,UK,6.900509619
03-05-2022,Argentina,6.796752485
20-03-2015,India,1.810349818
20-07-2020,Singapore,3.869830807
12-06-2019,Poland,2.725623889
08-11-2021,Poland,4.752360298
16-10-2022,Argentina,4.849718201
30-07-2023,India,7.180483773
20-12-2017,UK,6.512315403
21-05-2020,Canada,1.758886531
04-03-2017,Austria,1.80664393
04-10-2023,Austria,7.700532699
05-05-2016,Brazil,8.03359686
09-12-2017,Singapore,4.28756839
18-08-2023,Singapore,4.813798374
31-05-2019,USA,6.773036432
04-11-2017,Austria,3.502776269
03-06-2023,USA,7.56058794
08-10-2023,Brazil,3.412516243
18-06-2019,Brazil,4.558659682
09-02-2017,Nepal,6.703153939
11-02-2016,Nepal,3.873256399
26-04-2022,India,4.973422586
26-12-2015,Canada,4.071428489
16-05-2016,Singapore,3.367044871
30-09-2021,UK,6.58956927
25-03-2017,UK,4.514250064
16-03-2017,India,5.318320781
03-08-2017,Brazil,2.218185354
25-11-2015,Brazil,6.12643455
25-02-2020,China,4.621410342
09-01-2018,Argentina,4.48281251
01-07-2023,Argentina,4.607358668
10-05-2018,Canada,1.79648614
05-10-2020,Brazil,5.803960375
16-11-2016,Nepal,3.421887521
16-07-2020,USA,2.025288155
09-08-2016,Poland,4.343471621
11-01-2019,Singapore,7.107671829
24-01-2019,Poland,2.619907086
04-01-2022,USA,2.499456279
12-02-2023,Germany,6.246622104
16-02-2015,Canada,1.743592761
28-10-2018,UK,3.151967663
27-03-2021,Poland,4.064299312
04-07-2016,Nepal,8.146269783
08-04-2017,USA,5.735663802
01-02-2017,Poland,4.649457981
25-01-2015,Brazil,4.104093649
29-06-2022,UK,5.517452448
26-06-2018,Singapore,4.068649641
05-06-2016,Brazil,6.046925157
04-12-2017,Austria,8.223640366
03-08-2020,USA,6.649724016
23-10-2017,Canada,5.124216919
19-04-2020,Singapore,2.324326968
03-07-2019,China,6.428264678
05-05-2023,Austria,8.474555785
28-10-2022,China,6.357864487
25-05-2023,Canada,2.901248387
21-05-2020,India,7.469784033
11-11-2023,Canada,2.708594548
01-12-2016,Argentina,4.615778349
01-12-2023,UK,7.173592529
13-11-2021,Brazil,6.174878533
03-02-2021,Argentina,1.954573548
13-06-2018,Singapore,3.532535979
17-03-2016,China,7.459534355
04-09-2017,Argentina,6.466946538
05-10-2016,Argentina,5.963900158
20-01-2015,Brazil,5.061290216
13-12-2020,UK,8.395927827
12-02-2015,India,3.15715329
31-10-2018,Canada,1.683988188
10-04-2017,Singapore,5.50594185
02-07-2016,Canada,7.125632084
28-03-2015,Singapore,2.408398608
27-11-2021,UK,1.960236737
26-11-2020,Nepal,8.497165308
13-05-2015,Argentina,4.850655769
20-05-2023,Nepal,6.884151853
19-06-2019,Germany,2.01625499
20-10-2023,Brazil,5.996370126
23-05-2022,Canada,4.760832397
27-07-2016,Singapore,3.911603465
01-08-2022,Singapore,5.978557506
28-01-2016,India,6.874471462
18-08-2020,India,4.528328005
10-10-2016,USA,7.319735645
09-10-2021,Singapore,2.571108268
17-06-2022,India,2.633768717
29-08-2021,Argentina,3.078291993
21-02-2023,Singapore,7.764481418
08-07-2022,UK,3.254237163
26-11-2016,Poland,8.194461389
06-01-2022,China,2.376192066
13-04-2018,China,5.800997948
22-06-2016,UK,5.018012013
11-05-2018,India,5.642659117
17-04-2019,Germany,2.579359868
11-12-2016,Poland,5.871354312
27-08-2015,Germany,3.863337106
17-08-2016,Germany,1.788360125
30-10-2021,USA,2.068559984
01-08-2015,Poland,6.897156582
09-11-2019,China,6.057909842
06-07-2016,Germany,4.416107486
05-08-2021,Poland,1.71200129
15-09-2019,Poland,5.319042385
24-05-2015,Poland,8.19655119
19-02-2021,Canada,3.214145375
19-01-2017,Poland,4.342647687
15-05-2021,Canada,2.010811179
03-01-2019,USA,2.606563129
03-07-2016,Nepal,4.889757911
17-11-2022,Austria,3.881347978
17-12-2019,India,3.688077495
22-03-2018,Argentina,3.735214749
24-02-2018,Brazil,8.327618895
31-07-2022,India,6.824654964
14-02-2017,Singapore,5.43155851
08-10-2021,Brazil,3.192165027
20-04-2023,UK,3.372301721
04-11-2022,Austria,2.486143445
03-08-2023,USA,3.531484035
12-09-2018,Nepal,7.549146953
19-02-2021,Nepal,3.237891963
06-05-2018,India,7.194344925
25-09-2022,Germany,6.547899002
22-12-2021,Austria,6.841849626
06-08-2020,Canada,8.471785878
28-01-2015,Canada,4.991317959
22-09-2023,China,4.981591911
13-07-2023,UK,8.116629628
12-08-2018,Singapore,4.700614495
25-03-2015,Austria,3.006010958
07-09-2018,Brazil,1.840606931
17-03-2017,China,4.964259425
02-03-2021,Poland,6.207644226
27-05-2020,China,5.256835245
01-07-2018,UK,4.516494385
19-12-2020,China,6.592556444
19-12-2023,Nepal,4.061561468
28-07-2015,Nepal,1.858103812
12-09-2019,Singapore,2.862587113
25-07-2021,Singapore,3.520211879
12-03-2021,Nepal,5.029788704
13-01-2021,Singapore,3.458044743
13-02-2021,Germany,6.262790481
06-11-2023,UK,2.400643735
26-12-2017,UK,4.257325989
27-10-2015,Brazil,5.404822868
14-11-2015,Brazil,6.784756206
11-07-2018,Austria,5.717240658
21-02-2019,Nepal,5.000545325
15-04-2021,USA,1.772397764
06-07-2021,Argentina,3.831284937
19-03-2022,Canada,5.135328972
05-12-2019,India,5.743823657
14-08-2022,Singapore,2.4784669
06-01-2023,Germany,3.729710222
18-04-2023,Nepal,8.434310163
29-10-2021,Argentina,7.398213492
22-02-2016,Germany,3.854614165
07-02-2020,Singapore,5.226378809
04-08-2019,Argentina,5.440469825
31-07-2016,Canada,7.210241833
16-11-2015,Brazil,3.818677155
25-01-2022,UK,8.359286218
29-11-2015,Germany,3.653744836
10-03-2018,Argentina,7.604693799
28-09-2023,Poland,1.686530085
25-10-2018,Canada,3.358713059
12-04-2017,Poland,6.98032794
17-10-2023,Germany,5.543440771
22-01-2016,Argentina,1.859486156
19-03-2016,Canada,2.693584432
11-03-2017,Poland,6.548279847
28-04-2021,Nepal,2.534429958
21-09-2023,Poland,3.195375921
05-10-2015,Germany,8.137436195
19-06-2019,UK,2.835490295
27-05-2018,Canada,3.695847384
30-06-2022,India,4.390720769
28-06-2015,Austria,4.372641865
07-06-2015,Germany,7.943646649
07-07-2016,Argentina,6.591814693
11-05-2015,Argentina,2.4665774
09-06-2020,Austria,5.42620741
17-03-2023,Poland,4.848596883
05-11-2017,Nepal,3.696268191
13-09-2018,India,4.717644724
16-09-2018,Singapore,3.896289124
03-06-2020,Brazil,6.231080036
14-02-2020,Argentina,6.265221227
28-01-2015,Argentina,3.350535283
21-03-2020,Canada,2.845849184
30-09-2018,Austria,3.453044771
11-04-2019,China,3.074069266
07-01-2016,China,6.898219884
19-12-2018,Argentina,2.950944564
20-03-2016,Argentina,4.923021557
05-12-2023,Canada,3.941622219
09-10-2019,Argentina,3.414202757
19-05-2016,UK,5.514337627
17-07-2015,Singapore,4.157859298
28-10-2023,Nepal,7.228642221
10-01-2016,India,3.533168564
18-07-2019,China,8.187196024
06-10-2016,UK,3.924544599
26-07-2023,Canada,6.091804354
20-01-2018,Argentina,4.853554841
09-03-2022,Austria,7.295661925
21-08-2018,China,8.031167536
06-02-2018,Argentina,3.401350267
11-11-2022,UK,5.809739241
08-07-2023,Germany,3.174974462
21-11-2017,USA,6.188837754
19-02-2016,Singapore,3.079701524
10-02-2015,Austria,1.867437748
23-06-2020,Nepal,3.812055364
01-12-2021,Canada,2.203814333
16-02-2017,India,1.536270125
09-03-2018,Singapore,8.345374983
09-06-2016,India,4.348352161
21-10-2023,Canada,4.842139643
13-04-2019,Austria,6.791377416
07-05-2017,China,3.748173915
21-02-2020,Poland,1.914138104
04-07-2017,UK,6.066091113
05-01-2018,Austria,5.246065938
14-02-2016,Argentina,7.452331711
13-05-2015,USA,7.89260808
30-12-2017,India,4.425194876
13-03-2018,India,8.037458274
20-08-2019,USA,8.480202622
13-06-2018,Nepal,7.015724409
31-05-2016,India,8.056261213
31-05-2017,China,7.637202175
29-11-2018,USA,3.588745475
31-07-2023,Germany,2.251104835
14-08-2015,Brazil,3.491931566
13-07-2020,Poland,5.303103385
10-12-2018,Canada,7.724819746
05-06-2019,India,7.45741817
18-06-2022,Canada,3.40985957
25-08-2017,UK,3.814788678
25-01-2020,Argentina,4.712401297
14-05-2021,China,6.530187214
27-12-2019,USA,6.656325268
05-12-2022,China,5.474468557
04-01-2023,Austria,2.728464397
04-04-2022,Poland,7.779299332
08-11-2022,Nepal,5.106964613
24-10-2018,UK,4.305832726
08-02-2022,UK,2.793468407
09-02-2022,India,4.842178689
02-11-2016,Austria,1.547810844
04-08-2016,Nepal,3.14864877
01-09-2020,China,8.178243759
20-08-2022,China,5.577225261
25-03-2023,Germany,1.580050139
24-07-2018,Poland,4.016864634
20-07-2019,Austria,1.934870323
08-08-2015,UK,4.757764937
12-05-2022,India,4.337916291
09-06-2023,Singapore,7.961742098
23-11-2022,Argentina,6.888887332
02-04-2021,Argentina,2.321910221
21-10-2022,China,4.072807322
21-12-2019,Austria,3.033900207
15-07-2015,India,4.847273298
09-07-2018,Canada,6.73414386
19-06-2021,Germany,4.115373894
10-04-2018,Argentina,5.344641562
30-04-2018,Canada,6.801453663
25-12-2017,Poland,7.279224564
05-03-2020,Austria,6.262393439
02-05-2018,Germany,7.611945409
19-01-2023,UK,5.178546594
19-06-2018,Singapore,6.426362876
13-06-2022,UK,7.920712947
02-01-2019,UK,1.932306333
05-11-2020,Singapore,7.820217122
06-03-2018,Austria,5.50891172
01-03-2017,India,2.651760096
17-07-2016,Singapore,4.592883869
31-10-2023,Poland,2.937810399
05-03-2022,Germany,4.921795768
02-03-2018,Singapore,4.618378845
23-06-2015,USA,4.674026101
09-10-2023,Singapore,4.407972017
10-12-2021,Germany,1.904157467
14-02-2019,Canada,6.209373986
06-06-2023,China,6.562960559
21-09-2020,Nepal,3.281200533
23-12-2022,USA,6.72063138
16-03-2015,Germany,2.011206681
19-06-2018,Nepal,3.911702066
29-10-2022,UK,5.288144529
22-05-2023,USA,8.042079592
12-08-2019,UK,8.402960737
18-11-2021,Canada,1.722144097
22-05-2017,Nepal,2.759869288
08-01-2018,India,6.86079378
16-01-2015,Argentina,6.021165727
22-08-2022,Nepal,4.121226444
15-10-2020,Nepal,4.639759929
29-05-2021,Nepal,4.129518737
25-11-2016,Poland,8.249010635
02-02-2015,Singapore,2.430928644
24-06-2023,Brazil,2.330432171
07-05-2015,Singapore,4.251410422
04-07-2023,India,6.595006986
15-05-2021,Austria,7.343751282
20-12-2018,USA,8.349434779
26-09-2022,Canada,6.214499004
05-08-2020,Singapore,4.468896208
28-10-2021,Nepal,7.263523062
25-06-2019,Austria,4.72437695
25-01-2021,India,3.429548095
06-01-2017,Argentina,6.858429505
23-06-2019,USA,7.166347285
19-01-2020,Nepal,5.80446245
30-06-2019,USA,3.184664059
27-11-2015,UK,2.206276992
02-12-2016,USA,4.625087464
20-11-2022,Poland,6.423003868
06-06-2017,USA,3.213139059
19-12-2022,USA,4.315857456
31-03-2020,Austria,5.278318662
01-08-2015,USA,2.480949026
06-08-2018,China,3.13913062
21-01-2016,Argentina,5.532772349
03-11-2015,Germany,5.68542372
15-07-2023,Poland,7.228677424
17-05-2019,Austria,3.612351046
23-07-2016,India,8.399868925
02-03-2018,Singapore,3.047299183
19-11-2020,China,3.426077444
19-11-2016,Singapore,8.139641785
14-03-2019,Argentina,7.881043659
26-05-2016,Poland,6.251250863
02-07-2020,Singapore,4.969345512
11-05-2023,Brazil,8.091104869
30-06-2020,Poland,4.168082427
10-04-2018,Singapore,3.731141201
03-08-2019,Nepal,4.357814238
16-10-2021,China,4.13522132
10-10-2020,Singapore,4.814631743
24-09-2022,Austria,3.605154932
01-11-2023,Argentina,2.510462244
05-02-2022,Canada,7.903188217
16-06-2017,Singapore,4.388742423
07-06-2020,Nepal,5.401007307
03-11-2022,India,4.218933342
01-02-2015,China,2.923357131
23-04-2017,Poland,2.053493034
27-06-2017,Canada,7.429933701
03-01-2016,UK,5.249448754
23-04-2016,Austria,1.860756404
03-07-2015,Nepal,6.215703444
25-06-2020,Germany,1.776832879
02-02-2017,UK,2.817143058
20-08-2020,Germany,6.570136679
24-02-2018,Singapore,3.019115652
26-09-2020,Austria,7.586316961
08-07-2019,Brazil,3.622316179
20-02-2015,USA,2.982654404
23-12-2022,Austria,8.234542893
19-08-2022,UK,6.728154592
29-09-2023,Canada,7.901089077
08-12-2017,Argentina,5.730810739
02-11-2017,Austria,4.276424418
27-09-2019,Austria,5.364555048
18-04-2023,China,4.164632211
24-07-2021,Singapore,6.04104938
01-11-2017,China,3.330931392
30-03-2018,Singapore,7.679683667
28-10-2021,Canada,2.190257621
07-06-2022,Argentina,4.786432954
29-06-2023,Brazil,7.900313492
07-10-2023,Brazil,3.690454132
27-12-2016,USA,5.437673092
04-10-2017,Austria,6.688766651
09-05-2023,USA,3.325418769
07-05-2016,Germany,5.554000482
04-03-2018,Nepal,3.566346013
20-11-2019,Austria,3.809057002
22-06-2020,Nepal,5.488526589
30-08-2019,Austria,4.995110377
14-12-2023,Poland,8.104251815
31-05-2017,Brazil,3.301287303
19-10-2020,Canada,8.265557871
17-07-2021,Poland,6.677158635
13-03-2022,Canada,2.677635522
17-12-2019,Brazil,2.684859976
14-06-2018,Argentina,5.325824301
08-11-2019,India,7.918295728
03-02-2019,Singapore,8.432264786
23-03-2015,USA,5.167610908
06-06-2021,UK,8.116316778
30-05-2015,Poland,1.839600759
08-04-2020,USA,4.386745557
09-06-2023,Poland,3.120033745
23-09-2015,Argentina,2.557207525
24-11-2015,Austria,5.040130438
08-12-2021,Brazil,1.923150832
13-01-2021,Poland,6.167283107
16-07-2020,Germany,7.889260183
20-08-2015,Poland,4.914980688
18-03-2015,USA,5.225487395
22-01-2018,Nepal,1.582956777
18-03-2022,Singapore,6.555349051
26-02-2016,Singapore,8.342355438
29-12-2022,USA,5.015512226
29-10-2023,Argentina,6.218230665
29-02-2020,India,2.249115001
09-05-2019,UK,5.170697809
19-02-2023,Austria,2.843524399
10-03-2020,Singapore,3.266927374
14-01-2021,Brazil,3.371273157
03-02-2019,Nepal,2.053134707
03-01-2020,Nepal,4.712984219
08-05-2023,Austria,8.431631221
10-08-2015,Austria,3.599822482
07-03-2022,UK,6.076150037
30-01-2019,Poland,6.817100951
18-04-2017,UK,4.336948087
14-04-2021,Nepal,5.368910077
30-05-2023,USA,5.957236529
13-05-2022,Argentina,2.699685027
06-08-2018,Canada,7.417308562
15-01-2019,Poland,6.990634176
29-05-2020,Germany,8.341304563
14-03-2022,UK,7.763538485
03-11-2016,USA,3.10836548
14-01-2023,Argentina,7.712880149
21-11-2023,Canada,3.397665369
02-09-2022,UK,6.291001204
04-02-2015,China,7.795181556
18-09-2019,Germany,6.106764683
02-05-2016,India,8.001364529
25-08-2017,Brazil,1.609606666
27-05-2023,Austria,5.609252729
30-01-2018,Argentina,7.246316714
02-03-2016,UK,3.594938227
10-04-2020,Germany,3.18330536
21-12-2019,Nepal,6.239244761
01-12-2020,Singapore,3.822108877
16-04-2018,Argentina,2.47965416
15-01-2015,Argentina,6.569144991
30-11-2017,Singapore,6.718195929
10-07-2015,Brazil,1.875875024
15-10-2021,Nepal,3.125008031
12-07-2019,UK,3.884149225
08-03-2022,Germany,8.184008778
21-05-2017,Nepal,8.28244369
16-08-2020,Brazil,1.707379613
09-03-2023,China,6.984836973
26-05-2016,Canada,4.934224193
21-06-2019,Brazil,5.371264075
17-12-2018,Nepal,4.522935624
15-04-2016,Poland,5.601125848
20-05-2023,Nepal,2.099858823
16-12-2017,Germany,3.567656365
20-10-2016,Austria,6.491759729
03-12-2015,UK,3.375804216
08-04-2019,Nepal,6.481740083
15-12-2019,Poland,2.579938234
28-01-2023,Nepal,3.716747601
07-09-2020,UK,2.140643001
20-03-2017,China,4.613151055
22-03-2020,China,2.215619899
11-01-2018,UK,2.811742485
03-10-2018,Canada,5.398895226
03-10-2019,Singapore,4.356309226
19-08-2021,USA,2.127331894
27-05-2020,Singapore,2.151449823
15-09-2017,Germany,6.99107107
02-06-2019,Nepal,1.586384304
20-11-2021,Nepal,4.214596916
18-09-2022,UK,6.573906908
15-12-2021,Singapore,7.83645302
22-12-2015,Austria,5.503723015
05-12-2020,India,6.297211943
10-08-2021,India,2.471880413
30-05-2019,China,3.37884758
28-05-2019,India,1.942870052
26-12-2023,Nepal,3.431733101
10-04-2022,China,4.889619198
19-01-2022,UK,4.027874386
19-01-2020,Austria,6.546296167
12-06-2015,Canada,5.656644786
18-01-2017,Austria,4.70503143
05-11-2016,India,3.63260597
13-04-2018,Nepal,3.825520507
22-07-2021,Germany,4.159229693
13-11-2021,Brazil,4.58156045
24-09-2022,Nepal,7.20832829
25-07-2022,Poland,8.319577636
04-09-2021,India,3.603046993
16-12-2018,Germany,8.130952454
20-12-2018,Austria,4.853068197
28-03-2022,India,8.252022362
15-08-2019,Brazil,3.540137061
03-12-2018,Argentina,5.930317234
04-08-2019,Germany,6.973820587
17-05-2022,Brazil,4.132387116
28-02-2015,Nepal,4.055108762
19-12-2018,Germany,2.898600341
12-09-2017,Singapore,2.759490488
01-11-2019,Singapore,1.688412761
10-09-2023,Argentina,4.73135556
23-10-2015,Argentina,2.967538775
30-03-2022,China,7.318972661
29-06-2018,UK,7.232758976
11-02-2022,Nepal,6.210843567
17-03-2017,India,5.933352278
23-11-2018,Austria,3.268771795
12-03-2020,India,6.506654739
17-02-2016,Nepal,2.017755949
20-05-2022,Germany,4.854642898
18-07-2018,Nepal,5.240571808
30-12-2018,Argentina,4.428104846
11-08-2015,USA,7.035046419
02-11-2020,Brazil,6.411440009
23-11-2023,Singapore,5.656739603
24-01-2022,UK,2.265585977
28-07-2016,Austria,6.103211512
22-05-2016,Brazil,2.664369453
24-12-2023,Germany,1.810076855
05-09-2023,Poland,6.242303271
18-02-2019,Nepal,8.267677935
20-07-2017,Brazil,8.260017444
16-02-2022,Nepal,2.241611861
28-05-2019,UK,3.311168593
24-10-2023,Singapore,6.727971193
08-06-2021,Singapore,5.563628069
24-07-2016,Germany,3.047222153
21-01-2015,Brazil,4.237939181
03-03-2019,Poland,5.620129696
11-09-2017,Singapore,2.555214527
02-03-2018,USA,4.879397591
06-08-2022,China,4.411828
02-04-2016,UK,2.312485366
04-02-2021,Argentina,2.491726238
03-02-2019,China,3.901466766
21-06-2020,Austria,5.147803809
06-12-2021,Brazil,4.833137718
04-05-2020,Canada,6.553957603
01-06-2018,Canada,3.73236632
01-12-2023,China,1.812781369
05-01-2019,Argentina,2.305596867
20-07-2022,Brazil,6.035789421
27-10-2016,Poland,7.10035088
13-05-2021,Argentina,3.207390626
09-07-2021,India,5.363372029
17-07-2021,Brazil,5.418942667
02-05-2021,Canada,3.122988832
04-11-2017,Nepal,5.908322232
15-06-2020,India,5.983352137
17-06-2022,Nepal,4.269076647
28-08-2015,Argentina,5.798748562
30-11-2018,Austria,4.64702508
23-05-2017,Nepal,4.221850462
18-07-2023,Argentina,3.003572735
05-07-2016,China,6.766278468
10-04-2020,UK,5.541435336
30-03-2022,Singapore,2.808718849
08-08-2017,Brazil,2.879519926
24-04-2020,UK,3.336473768
09-03-2018,Canada,5.194005137
03-05-2021,Poland,3.69382877
15-06-2015,Nepal,5.779158948
19-05-2023,Germany,2.299624513
08-09-2016,Brazil,7.418624619
19-07-2016,Germany,2.707692591
03-08-2015,Poland,6.441918527
11-10-2019,China,7.930778059
12-03-2015,Germany,2.09326378
23-06-2019,India,3.692300214
24-12-2023,Austria,3.637660018
10-04-2016,India,4.113142497
02-09-2015,India,5.075774086
15-10-2019,Nepal,5.674980722
30-06-2021,Germany,4.18596974
29-06-2016,India,4.90669151
16-11-2015,Singapore,6.354030486
18-03-2022,Poland,8.014864564
15-07-2017,India,5.384388031
06-07-2020,Canada,3.521843418
15-02-2020,India,3.702060103
17-11-2018,Canada,5.835869852
16-01-2016,Brazil,8.162893653
08-09-2020,Canada,2.455743003
04-04-2020,Nepal,8.246803626
30-09-2015,Singapore,6.071488324
04-08-2016,Nepal,6.292876694
17-05-2016,Nepal,6.47099661
08-05-2023,Canada,4.920896584
17-12-2020,UK,5.457784595
06-02-2016,Austria,3.544629367
30-09-2022,China,3.073903917
16-02-2021,China,2.677462842
26-01-2015,Canada,5.459553228
07-03-2015,Canada,5.348083292
17-07-2023,UK,5.508998378
16-08-2015,China,6.925791195
19-09-2021,Brazil,5.294303654
15-05-2020,USA,6.820028916
02-07-2019,Canada,5.324472923
19-09-2016,Nepal,2.216915072
17-10-2020,Poland,6.759418463
25-10-2022,China,7.623668924
27-09-2018,USA,4.6481264
06-09-2016,Brazil,7.535397378
30-05-2023,UK,4.573489324
05-02-2020,UK,6.929421549
07-08-2023,Austria,2.969147173
15-08-2021,Argentina,5.615467279
06-01-2019,Brazil,7.527340874
22-04-2017,Germany,5.929394416
31-10-2023,India,5.813058398
05-11-2023,Austria,7.194709058
13-02-2020,USA,5.490520414
26-07-2017,Singapore,3.467595132
25-07-2015,Singapore,2.678641552
04-04-2016,Argentina,3.548442885
31-01-2018,Germany,3.371401464
02-11-2016,Singapore,8.398418116
14-04-2022,Poland,7.206266341
02-02-2021,India,8.239403965
08-04-2020,Nepal,7.931380983
27-04-2016,China,7.569333133
11-08-2023,India,6.409985692
19-09-2019,India,3.247740694
03-02-2022,Argentina,3.754676981
22-10-2020,Austria,6.830315112
21-08-2018,Poland,4.248905252
09-06-2018,India,5.541978705
29-07-2020,China,5.894689745
11-06-2015,Nepal,4.663942058
01-07-2018,Poland,7.062190415
05-04-2023,UK,4.319955413
04-08-2015,Argentina,3.447579815
11-01-2019,Brazil,4.682869544
20-04-2018,Canada,3.791024961
12-04-2021,USA,7.58235434
30-06-2015,Argentina,2.151991607
30-05-2022,Canada,5.943883819
